"Full_name","SP","FG","Habitat","drainage","Sex","Fish_w_g","Length","T_Length","SampleWeight","d15N","d15N_sd","d13C","d13C_sd","EN","EC","Date_Collected","Date.Processed","d13Cb","CNratio","d15Nb","d15N.Gr","d15N.Sh","d13C.Gr","d13C.Sh"
"Aripo-HP-1","G","Guppy","KGP","Aripo","F",0.274,22.79,NA,0.296,8.467994977,0.178618678,-25.66101449,0.165119009,9.60694,31.54796364,"3/13/2017","3/13/2017",-29.136259105,3.283872246,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-10","G","Guppy","KGP","Aripo","F",0.187,18.6,NA,0.521,8.39255884,0.113189511,-27.52420629,0.094978363,11.50577143,46.95772857,"3/13/2017","3/13/2017",-29.136259105,4.081232524,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-11","G","Guppy","KGP","Aripo","F",0.286,22.33,NA,0.404,8.409421504,0.178618678,-26.05075642,0.165119009,7.01872,23.61066364,"3/13/2017","3/13/2017",-29.136259105,3.363955769,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-12","G","Guppy","KGP","Aripo","F",0.129,17.23,NA,0.642,7.856074697,0.113189511,-27.27819457,0.094978363,11.11307143,43.17952857,"3/13/2017","3/13/2017",-29.136259105,3.885472063,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-13","G","Guppy","KGP","Aripo","F",0.047,12.53,NA,0.264,8.985812341,0.113189511,-27.24727624,0.094978363,8.292151429,37.01952857,"3/13/2017","3/13/2017",-29.136259105,4.464405756,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-14","G","Guppy","KGP","Aripo","F",0.092,16.11,NA,0.578,7.856136335,0.14433061,-27.65614958,0.046300781,10.20208571,42.17308571,"3/13/2017","3/13/2017",-29.136259105,4.133770966,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-15","G","Guppy","KGP","Aripo","M",0.095,16.52,NA,0.451,9.273685643,0.178618678,-26.83944058,0.165119009,5.99764,21.37226364,"3/13/2017","3/13/2017",-29.136259105,3.563445561,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-16","G","Guppy","KGP","Aripo","M",0.067,14.96,NA,0.664,8.292836316,0.113189511,-27.05081675,0.094978363,10.16567143,37.29672857,"3/13/2017","3/13/2017",-29.136259105,3.668889835,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-17","G","Guppy","KGP","Aripo","F",0.046,12.43,NA,0.543,8.162957111,0.17537733,-27.15203351,0.141761925,10.43425,37.252375,"3/13/2017","3/13/2017",-29.136259105,3.5702015,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-18","G","Guppy","KGP","Aripo","M",0.079,15.36,NA,0.392,6.881175477,0.17537733,-28.9677092,0.141761925,11.15765,37.394375,"3/13/2017","3/13/2017",-29.136259105,3.351456176,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-19","G","Guppy","KGP","Aripo","M",0.079,14.93,NA,0.626,7.508871566,0.17537733,-27.01669647,0.141761925,11.26065,38.046975,"3/13/2017","3/13/2017",-29.136259105,3.378754779,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-2","G","Guppy","KGP","Aripo","F",0.297,22.8,NA,0.336,9.699903707,0.178618678,-26.76394566,0.165119009,10.45504,37.12526364,"3/13/2017","3/13/2017",-29.136259105,3.550944199,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-20","G","Guppy","KGP","Aripo","M",0.054,13.58,NA,0.316,5.334795318,0.178618678,-30.03641131,0.165119009,10.47634,36.86306364,"3/13/2017","3/13/2017",-29.136259105,3.518696762,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-25","G","Guppy","KGP","Aripo","J",0.027,10.87,NA,0.562,7.663920786,0.17537733,-26.70973996,0.141761925,11.17545,41.120275,"3/13/2017","3/13/2017",-29.136259105,3.679518498,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-26","G","Guppy","KGP","Aripo","F",0.028,10.53,NA,0.321,7.761671145,0.17537733,-25.89029729,0.141761925,10.89555,40.914175,"3/13/2017","3/13/2017",-29.136259105,3.755127093,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-27","G","Guppy","KGP","Aripo","M",0.061,13.91,NA,0.493,4.927723395,0.14433061,-30.12363098,0.046300781,10.70278571,37.91758571,"3/13/2017","3/13/2017",-29.136259105,3.542777248,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-3","G","Guppy","KGP","Aripo","F",0.349,24.24,NA,0.514,8.190801262,0.36813125,-26.88234316,0.128553567,10.5348,38.34595455,"3/13/2017","3/13/2017",-29.136259105,3.639931897,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-30","G","Guppy","KGP","Aripo","F",0.024,10.85,NA,1.068,7.343595495,0.17537733,-28.26808157,0.141761925,9.70931,41.393775,"3/13/2017","3/13/2017",-29.136259105,4.263307588,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-31","G","Guppy","KGP","Aripo","J",0.025,10.36,NA,0.255,9.251731926,0.178618678,-26.0665505,0.165119009,10.21394,36.37436364,"3/13/2017","3/13/2017",-29.136259105,3.561247044,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-32","G","Guppy","KGP","Aripo","F",0.026,10.68,NA,0.324,8.173356901,0.17537733,-25.93323301,0.141761925,10.72105,36.421375,"3/13/2017","3/13/2017",-29.136259105,3.397183578,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-4","G","Guppy","KGP","Aripo","F",0.225,21.41,NA,0.747,7.995646696,0.113189511,-25.82662668,0.094978363,12.29347143,42.09552857,"3/13/2017","3/13/2017",-29.136259105,3.424218197,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-5","G","Guppy","KGP","Aripo","F",0.129,17.26,NA,0.557,8.63293467,0.113189511,-27.25145047,0.094978363,11.55917143,42.41902857,"3/13/2017","3/13/2017",-29.136259105,3.66972917,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-6","G","Guppy","KGP","Aripo","F",0.256,22.04,NA,0.637,8.002027597,0.17537733,-26.59441277,0.141761925,11.68385,39.813175,"3/13/2017","3/13/2017",-29.136259105,3.407539039,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-7","G","Guppy","KGP","Aripo","F",0.274,23.04,NA,0.462,8.145241833,0.178618678,-25.71355973,0.165119009,11.88534,43.00846364,"3/13/2017","3/13/2017",-29.136259105,3.618614498,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-8","G","Guppy","KGP","Aripo","F",0.462,24.95,NA,0.809,7.956331976,0.14433061,-26.36243525,0.046300781,10.01938571,37.45538571,"3/13/2017","3/13/2017",-29.136259105,3.738291626,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-9","G","Guppy","KGP","Aripo","F",0.226,21.12,NA,0.276,8.150210893,0.36813125,-27.20573346,0.128553567,11.9298,41.25165455,"3/13/2017","3/13/2017",-29.136259105,3.457866397,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-A","K","Killifish","KGP","Aripo","M",2.168,49.1,60.83,0.914,9.086199936,0.113189511,-23.90359117,0.094978363,11.66237143,40.48522857,"3/21/2017","3/21/2017",-29.136259105,3.471440506,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-AA","K","Killifish","KGP","Aripo","J",0.146,20.17,24.53,0.411,7.287950723,0.36813125,-28.29339727,0.128553567,11.3622,43.39055455,"3/21/2017","3/21/2017",-29.136259105,3.818851503,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-B","K","Killifish","KGP","Aripo","F",2.722,55.38,65.65,0.831,9.770924214,0.159065143,-27.45380013,0.08716597,11.35758571,39.38087143,"3/21/2017","3/21/2017",-29.136259105,3.467362908,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-BB","K","Killifish","KGP","Aripo","J",0.094,17.7,21.35,0.64,7.361290868,0.051842159,-26.92539675,0.084429435,9.35996375,33.4721,"3/21/2017","3/21/2017",-29.136259105,3.57609291,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-C","K","Killifish","KGP","Aripo","F",2.466,53.5,64.78,0.959,8.357429052,0.11936043,-24.74161759,0.135791825,11.91824286,40.62507143,"3/21/2017","3/21/2017",-29.136259105,3.408646049,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-CC","K","Killifish","KGP","Aripo","J",0.094,17.07,21.66,0.766,6.155243641,0.051842159,-24.34579493,0.084429435,11.89141375,44.6012,"3/21/2017","3/21/2017",-29.136259105,3.750706261,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-D","K","Killifish","KGP","Aripo","F",1.91,47.2,57.17,0.615,8.510094228,0.051842159,-24.53683849,0.084429435,14.83701375,34.323,"3/21/2017","3/21/2017",-29.136259105,2.313336132,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-DD","K","Killifish","KGP","Aripo","J",0.099,18.48,22.07,0.586,7.251220403,0.051842159,-27.33199813,0.084429435,12.47941375,41.5741,"3/21/2017","3/21/2017",-29.136259105,3.331414507,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-E","K","Killifish","KGP","Aripo","F",1.908,48.51,58.83,0.759,9.010976104,0.183547987,-25.70406669,0.080768958,12.5110375,42.604425,"3/21/2017","3/21/2017",-29.136259105,3.405347079,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-EE","K","Killifish","KGP","Aripo","J",0.03,12.06,15.02,0.646,7.666402844,0.17537733,-26.88771604,0.141761925,10.58525,37.699675,"3/21/2017","3/21/2017",-29.136259105,3.561529014,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-F","K","Killifish","KGP","Aripo","M",1.338,43.54,51.64,0.776,9.35493875,0.183547987,-25.75781244,0.080768958,11.2850375,37.205125,"3/21/2017","3/21/2017",-29.136259105,3.296854352,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-FF","K","Killifish","KGP","Aripo","J",0.051,13.85,17.84,0.828,7.602715922,0.051842159,-28.47542237,0.084429435,12.45381375,44.5317,"3/21/2017","3/21/2017",-29.136259105,3.575748031,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-G","K","Killifish","KGP","Aripo","F",2.126,50.75,60.47,0.55,8.920398599,0.14433061,-25.21470201,0.046300781,10.79878571,37.59138571,"3/21/2017","3/21/2017",-29.136259105,3.481075253,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-H","K","Killifish","KGP","Aripo","M",1.403,43.95,54.2,0.844,9.302425042,0.051842159,-26.47889751,0.084429435,11.21911375,38.59,"3/21/2017","3/21/2017",-29.136259105,3.439665633,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-I","K","Killifish","KGP","Aripo","F",1.572,48.06,56.45,0.627,8.826583111,0.051842159,-24.79171858,0.084429435,11.63861375,39.9711,"3/21/2017","3/21/2017",-29.136259105,3.434352308,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-J","K","Killifish","KGP","Aripo","M",1.588,44.06,51.74,0.743,8.209790818,0.183547987,-25.68766369,0.080768958,9.6705075,33.599425,"3/21/2017","3/21/2017",-29.136259105,3.474422102,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-K","K","Killifish","KGP","Aripo","M",0.832,38.11,45.16,0.841,8.417517426,0.051842159,-25.92221511,0.084429435,10.63401375,32.793,"3/21/2017","3/21/2017",-29.136259105,3.083783863,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-L","K","Killifish","KGP","Aripo","F",1.009,39.66,46.68,0.649,8.544805794,0.183547987,-24.87749439,0.080768958,11.3917375,38.796225,"3/21/2017","3/21/2017",-29.136259105,3.405645978,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-M","K","Killifish","KGP","Aripo","F",0.769,35.56,42.39,0.847,8.140477281,0.051842159,-26.11116356,0.084429435,11.25101375,39.2176,"3/21/2017","3/21/2017",-29.136259105,3.485694789,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-N","K","Killifish","KGP","Aripo","F",0.975,40.14,47.34,0.736,8.634009358,0.051842159,-27.04677365,0.084429435,12.34961375,42.3081,"3/21/2017","3/21/2017",-29.136259105,3.42586423,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-O","K","Killifish","KGP","Aripo","M",1.05,40.42,48.99,0.782,7.984364743,0.183547987,-26.88723996,0.080768958,11.0817375,41.434925,"3/21/2017","3/21/2017",-29.136259105,3.739027837,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-P","K","Killifish","KGP","Aripo","M",0.793,37.6,44.8,0.669,8.482919839,0.183547987,-27.03176333,0.080768958,11.4747375,39.806825,"3/21/2017","3/21/2017",-29.136259105,3.469083715,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-Q","K","Killifish","KGP","Aripo","M",0.674,34.77,40.6,0.648,8.715999833,0.051842159,-27.11458087,0.084429435,12.96721375,42.9364,"3/21/2017","3/21/2017",-29.136259105,3.311150786,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-R","K","Killifish","KGP","Aripo","M",1.109,41.68,49.17,0.657,9.583038742,0.183547987,-26.62169244,0.080768958,10.9782375,37.813825,"3/21/2017","3/21/2017",-29.136259105,3.444434956,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-S","K","Killifish","KGP","Aripo","F",0.757,35.94,42.81,0.668,8.526928457,0.051842159,-25.97769461,0.084429435,9.90699375,35.4796,"3/21/2017","3/21/2017",-29.136259105,3.581268031,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-T","K","Killifish","KGP","Aripo","M",0.453,29.96,36.5,0.857,8.044563993,0.183547987,-26.0206276,0.080768958,12.5223375,48.430025,"3/21/2017","3/21/2017",-29.136259105,3.867490794,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-U","K","Killifish","KGP","Aripo","M",0.308,26.54,32.51,0.648,8.12591496,0.051842159,-27.21959561,0.084429435,11.97261375,41.8928,"3/21/2017","3/21/2017",-29.136259105,3.49905216,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-V","K","Killifish","KGP","Aripo","M",0.512,31.38,38.15,0.877,8.966151987,0.183547987,-27.20781521,0.080768958,12.3007375,42.782525,"3/21/2017","3/21/2017",-29.136259105,3.478045524,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-W","K","Killifish","KGP","Aripo","M",0.373,27.67,33.96,0.615,8.499960742,0.051842159,-27.32202852,0.084429435,12.09311375,41.43,"3/21/2017","3/21/2017",-29.136259105,3.425916671,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-X","K","Killifish","KGP","Aripo","F",0.413,29.89,35.25,0.724,7.926195522,0.183547987,-27.42238784,0.080768958,12.5526375,44.299225,"3/21/2017","3/21/2017",-29.136259105,3.529077057,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-Y","K","Killifish","KGP","Aripo","M",0.274,26.03,30.63,0.719,7.426467368,0.183547987,-27.25441976,0.080768958,11.1976375,41.485725,"3/21/2017","3/21/2017",-29.136259105,3.704864084,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Aripo-HP-Z","K","Killifish","KGP","Aripo","F",0.232,23.9,29.34,0.832,7.232066431,0.051842159,-27.76392738,0.084429435,12.91041375,45.5042,"3/21/2017","3/21/2017",-29.136259105,3.52461206,4.959796909,4.53339244,5.386201379,-29.44626995,-28.82624826
"Caigual-Intro-1","G","Guppy","KG.exp","Guanapo","F",0.133,18.97,NA,0.821,7.067532832,0.17537733,-26.73501137,0.141761925,11.39215,41.593875,"4/3/2017","4/4/2017",-28.22212603,3.651099661,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-11","G","Guppy","KG.exp","Guanapo","F",0.108,17.82,NA,0.429,7.528540209,0.178618678,-26.17028391,0.165119009,10.64604,38.05926364,"4/3/2017","4/4/2017",-28.22212603,3.574969062,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-12","G","Guppy","KG.exp","Guanapo","M",0.093,16.71,NA,0.738,7.346656059,0.051842159,-26.27451621,0.084429435,11.39421375,40.9953,"4/3/2017","4/4/2017",-28.22212603,3.597905121,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-13","G","Guppy","KG.exp","Guanapo","F",0.035,12.43,NA,0.562,7.258581195,0.183547987,-26.11377941,0.080768958,10.9849375,40.183725,"4/3/2017","4/4/2017",-28.22212603,3.658074978,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-14","G","Guppy","KG.exp","Guanapo","F",0.09,17.17,NA,0.824,6.044201759,0.183547987,-26.86501959,0.080768958,10.8226375,44.143325,"4/3/2017","4/4/2017",-28.22212603,4.078795488,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-15","G","Guppy","KG.exp","Guanapo","M",0.118,17.3,NA,0.697,7.073518293,0.17537733,-27.19323346,0.141761925,11.58805,45.187675,"4/3/2017","4/4/2017",-28.22212603,3.899506388,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-17","G","Guppy","KG.exp","Guanapo","M",0.105,17.29,NA,0.785,7.781143143,0.051842159,-25.80689338,0.084429435,10.73421375,37.7238,"4/3/2017","4/4/2017",-28.22212603,3.514351482,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-18","G","Guppy","KG.exp","Guanapo","F",0.152,18.51,NA,0.582,7.560756871,0.113189511,-25.65278802,0.094978363,12.03477143,40.96092857,"4/3/2017","4/4/2017",-28.22212603,3.403548527,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-19","G","Guppy","KG.exp","Guanapo","J",0.066,15.07,NA,0.628,6.051288955,0.17537733,-26.41123773,0.141761925,10.36455,44.537075,"4/3/2017","4/4/2017",-28.22212603,4.297058242,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-2","G","Guppy","KG.exp","Guanapo","F",0.152,18.8,NA,0.234,6.608134789,0.178618678,-26.1989584,0.165119009,9.04892,31.04086364,"4/3/2017","4/4/2017",-28.22212603,3.43033905,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-20","G","Guppy","KG.exp","Guanapo","M",0.069,14.95,NA,0.578,7.076722138,0.051842159,-26.04360164,0.084429435,11.52481375,42.5439,"4/3/2017","4/4/2017",-28.22212603,3.691504342,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-21","G","Guppy","KG.exp","Guanapo","F",0.25,23.08,NA,0.455,8.14683979,0.36813125,-25.61900482,0.128553567,10.5629,34.90255455,"4/3/2017","4/4/2017",-28.22212603,3.304258731,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-22","G","Guppy","KG.exp","Guanapo","F",0.275,22.89,NA,0.314,8.471785694,0.178618678,-25.60345991,0.165119009,10.78744,37.22446364,"4/3/2017","4/4/2017",-28.22212603,3.450722659,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-23","G","Guppy","KG.exp","Guanapo","F",0.142,18.64,NA,0.636,7.188208553,0.14433061,-26.50806639,0.046300781,10.91768571,40.35728571,"4/3/2017","4/4/2017",-28.22212603,3.696505539,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-24","G","Guppy","KG.exp","Guanapo","F",0.112,17.3,NA,0.76,6.752355446,0.17537733,-25.87768794,0.141761925,10.92215,36.877675,"4/3/2017","4/4/2017",-28.22212603,3.376411695,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-25","G","Guppy","KG.exp","Guanapo","F",0.14,18.78,NA,0.822,7.681174425,0.183547987,-25.68217732,0.080768958,12.0707375,39.826525,"4/3/2017","4/4/2017",-28.22212603,3.299427645,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-26","G","Guppy","KG.exp","Guanapo","F",0.029,12.17,NA,0.753,6.565771577,0.183547987,-26.21389122,0.080768958,12.5292375,44.827225,"4/3/2017","4/4/2017",-28.22212603,3.577809504,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-27","G","Guppy","KG.exp","Guanapo","M",0.095,16.06,NA,0.547,6.944936655,0.113189511,-26.40295607,0.094978363,10.88277143,45.95892857,"4/3/2017","4/4/2017",-28.22212603,4.223090494,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-28","G","Guppy","KG.exp","Guanapo","F",0.261,22.38,NA,0.789,7.779169845,0.14433061,-26.54002078,0.046300781,11.12638571,39.25628571,"4/3/2017","4/4/2017",-28.22212603,3.528215426,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-3","G","Guppy","KG.exp","Guanapo","M",0.105,16.5,NA,0.733,7.290903828,0.183547987,-26.40136986,0.080768958,12.5457375,43.404225,"4/3/2017","4/4/2017",-28.22212603,3.459679034,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-30","G","Guppy","KG.exp","Guanapo","F",0.136,18.26,NA,0.913,7.385452448,0.17537733,-26.43127426,0.141761925,10.93585,38.868675,"4/3/2017","4/4/2017",-28.22212603,3.554243612,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-31","G","Guppy","KG.exp","Guanapo","M",0.06,14.1,NA,0.941,6.678449272,0.113189511,-26.77378639,0.094978363,9.647801429,45.71242857,"4/3/2017","4/4/2017",-28.22212603,4.738118722,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-32","G","Guppy","KG.exp","Guanapo","M",0.107,16.4,NA,0.423,7.129081532,0.36813125,-25.78102795,0.128553567,11.2677,38.60465455,"4/3/2017","4/4/2017",-28.22212603,3.426134397,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-33","G","Guppy","KG.exp","Guanapo","F",0.114,17.99,NA,0.862,7.330422992,0.17537733,-26.04578128,0.141761925,11.25145,39.552075,"4/3/2017","4/4/2017",-28.22212603,3.515286919,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-35","G","Guppy","KG.exp","Guanapo","F",0.311,22.7,NA,0.409,7.785581269,0.178618678,-26.47889767,0.165119009,13.13964,42.65636364,"4/3/2017","4/4/2017",-28.22212603,3.246387545,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-36","G","Guppy","KG.exp","Guanapo","F",0.158,19.99,NA,0.861,7.254110668,0.183547987,-25.4939939,0.080768958,10.8607375,35.594525,"4/3/2017","4/4/2017",-28.22212603,3.277358006,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-37","G","Guppy","KG.exp","Guanapo","F",0.111,17.82,NA,0.862,6.535906208,0.183547987,-28.27135707,0.080768958,10.4733375,45.511325,"4/3/2017","4/4/2017",-28.22212603,4.345446234,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-4","G","Guppy","KG.exp","Guanapo","F",0.096,17.94,NA,0.248,6.303939926,0.36813125,-27.01516791,0.128553567,10.6535,38.08635455,"4/3/2017","4/4/2017",-28.22212603,3.57500864,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-5","G","Guppy","KG.exp","Guanapo","F",0.074,15.54,NA,0.771,6.994289915,0.183547987,-26.25127016,0.080768958,12.4483375,42.944325,"4/3/2017","4/4/2017",-28.22212603,3.44980404,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-6","G","Guppy","KG.exp","Guanapo","F",0.055,14.43,NA,0.577,6.163743256,0.183547987,-26.22726592,0.080768958,11.2964375,43.921825,"4/3/2017","4/4/2017",-28.22212603,3.888112956,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-7","G","Guppy","KG.exp","Guanapo","J",0.058,14.03,NA,0.842,5.932924113,0.159065143,-26.56571331,0.08716597,11.74328571,47.23617143,"4/3/2017","4/4/2017",-28.22212603,4.022398209,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-8","G","Guppy","KG.exp","Guanapo","J",0.069,15.04,NA,0.68,6.903773824,0.159065143,-26.8633509,0.08716597,11.21708571,45.52547143,"4/3/2017","4/4/2017",-28.22212603,4.058582825,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-9","G","Guppy","KG.exp","Guanapo","M",0.117,17.97,NA,0.783,6.63875253,0.051842159,-28.05841058,0.084429435,11.17451375,41.9117,"4/3/2017","4/4/2017",-28.22212603,3.750650895,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-A","K","Killifish","KG.exp","Guanapo","M",2.846,61.8,72.79,0.339,8.399334211,0.209509668,-25.89022416,0.159752949,11.91618462,37.03290769,"4/3/2017","4/4/2017",-28.22212603,3.107782305,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-B","K","Killifish","KG.exp","Guanapo","M",1.559,49.43,59.54,0.31,7.446624915,0.070042794,-26.272181,0.138004054,9.3395475,27.034875,"4/3/2017","4/4/2017",-28.22212603,2.894666471,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-BB","K","Killifish","KG.exp","Guanapo","J",0.068,15.92,19.98,0.826,6.224135412,0.051842159,-26.85646986,0.084429435,11.90891375,41.3836,"4/3/2017","4/4/2017",-28.22212603,3.475010473,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-C","K","Killifish","KG.exp","Guanapo","M",2.096,51.07,60.51,0.314,8.429592422,0.070042794,-25.91678164,0.138004054,10.7251875,33.843675,"4/3/2017","4/4/2017",-28.22212603,3.155532246,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-CC","K","Killifish","KG.exp","Guanapo","F",0.088,17.1,21.09,0.826,6.610263295,0.051842159,-27.00828131,0.084429435,12.08651375,42.3564,"4/3/2017","4/4/2017",-28.22212603,3.50443485,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-D","K","Killifish","KG.exp","Guanapo","M",1.574,45.61,54.47,0.299,7.406061263,0.070042794,-27.56303493,0.138004054,11.3906875,38.116975,"4/3/2017","4/4/2017",-28.22212603,3.346327867,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
