"Full_name","SP","FG","Habitat","drainage","Sex","Fish_w_g","Length","T_Length","SampleWeight","d15N","d15N_sd","d13C","d13C_sd","EN","EC","Date_Collected","Date.Processed","d13Cb","CNratio","d15Nb","d15N.Gr","d15N.Sh","d13C.Gr","d13C.Sh"
"Endler-KG-P","K","Killifish","KG.old","Aripo","F",0.557,33.52,39.72,0.627,6.546109899,0.14433061,-28.27687353,0.046300781,11.20168571,39.54058571,"3/20/2017","3/21/2017",-30.6258108,3.529878156,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-Q","K","Killifish","KG.old","Aripo","M",0.288,25.3,31.08,0.475,6.841919749,0.178618678,-27.38630043,0.165119009,11.05014,40.09176364,"3/20/2017","3/21/2017",-30.6258108,3.628167936,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-R","K","Killifish","KG.old","Aripo","M",0.41,29,35.19,0.271,8.161485179,0.36813125,-26.35699663,0.128553567,11.2043,37.41665455,"3/20/2017","3/21/2017",-30.6258108,3.339490601,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-S","K","Killifish","KG.old","Aripo","F",0.236,26.08,29.3,0.807,6.555810218,0.051842159,-29.4352472,0.084429435,11.71111375,41.3704,"3/20/2017","3/21/2017",-30.6258108,3.532576054,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-T","K","Killifish","KG.old","Aripo","F",0.118,18.48,22.9,0.826,6.043313909,0.14433061,-27.21966153,0.046300781,11.31878571,39.96498571,"3/20/2017","3/21/2017",-30.6258108,3.530854521,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-U","K","Killifish","KG.old","Aripo","F",0.155,21.06,25.62,0.411,7.687171234,0.178618678,-26.02723143,0.165119009,11.40354,39.15516364,"3/20/2017","3/21/2017",-30.6258108,3.433597255,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-V","K","Killifish","KG.old","Aripo","F",0.181,22.02,26.97,0.507,6.375692934,0.178618678,-30.86717589,0.165119009,10.59374,37.00986364,"3/20/2017","3/21/2017",-30.6258108,3.493559747,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-W","K","Killifish","KG.old","Aripo","J",0.132,19.1,23.33,0.291,5.242003587,0.36813125,-27.49594115,0.128553567,11.44,38.90735455,"3/20/2017","3/21/2017",-30.6258108,3.40099253,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-X","K","Killifish","KG.old","Aripo","M",0.21,22.78,28.46,0.233,5.432446028,0.178618678,-26.60168135,0.165119009,10.88134,37.11926364,"3/20/2017","3/21/2017",-30.6258108,3.411276887,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-Y","K","Killifish","KG.old","Aripo","F",0.136,20.1,25.01,0.863,6.116134219,0.17537733,-30.18903536,0.141761925,11.48165,40.693375,"3/20/2017","3/21/2017",-30.6258108,3.544209674,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KG-Z","K","Killifish","KG.old","Aripo","J",0.056,14.44,18.04,0.549,5.437365708,0.113189511,-31.07846128,0.094978363,9.995171429,41.60582857,"3/20/2017","3/21/2017",-30.6258108,4.162592795,1.533001428,3.144453801,-0.078450944,-33.3550398,-27.8965818
"Endler-KO-A","K","Killifish","KO","Aripo","F",3.445,60.86,67.87,0.837,7.274454056,0.113189511,-25.92458313,0.094978363,11.45507143,44.01822857,"3/20/2017","3/20/2017",-29.247477565,3.842684775,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-AA","K","Killifish","KO","Aripo","J",0.09,17.17,21.2,0.451,5.265363849,0.11936043,-29.23938608,0.135791825,12.18414286,42.82177143,"3/20/2017","3/20/2017",-29.247477565,3.514549356,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-B","K","Killifish","KO","Aripo","M",3.05,59.17,67.63,0.704,7.151945492,0.11936043,-25.24596016,0.135791825,13.28144286,43.61857143,"3/20/2017","3/20/2017",-29.247477565,3.284174159,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-BB","K","Killifish","KO","Aripo","J",0.09,17.49,21.38,0.417,5.548000898,0.178618678,-28.46022681,0.165119009,10.31474,44.35446364,"3/20/2017","3/20/2017",-29.247477565,4.300104863,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-C","K","Killifish","KO","Aripo","F",2.768,58.54,65.57,0.782,7.46159944,0.170974867,-24.71844484,0.098426474,8.97829,29.75198,"3/20/2017","3/20/2017",-29.247477565,3.313769103,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-CC","K","Killifish","KO","Aripo","J",0.043,13,14.9,0.742,5.235846273,0.11936043,-28.70205783,0.135791825,11.69094286,40.82047143,"3/20/2017","3/20/2017",-29.247477565,3.491632106,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-D","K","Killifish","KO","Aripo","M",3.351,61.77,69.48,0.715,7.256850915,0.170974867,-25.45353076,0.098426474,10.60272,38.69368,"3/20/2017","3/20/2017",-29.247477565,3.649410717,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-DD","K","Killifish","KO","Aripo","J",0.03,12.29,14.6,0.693,5.273774332,0.113189511,-29.12954373,0.094978363,9.799771429,38.78812857,"3/20/2017","3/20/2017",-29.247477565,3.95806462,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-E","K","Killifish","KO","Aripo","M",2.167,53.49,60.71,0.539,7.504046746,0.11936043,-26.16958407,0.135791825,12.18414286,49.21557143,"3/20/2017","3/20/2017",-29.247477565,4.039313393,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-F","K","Killifish","KO","Aripo","F",1.464,49.1,55.91,0.814,7.158491375,0.11936043,-25.21515338,0.135791825,11.05894286,36.60737143,"3/20/2017","3/20/2017",-29.247477565,3.310205315,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-G","K","Killifish","KO","Aripo","F",1.32,47.7,53.93,0.89,6.906892332,0.113189511,-25.32871844,0.094978363,10.41627143,34.92172857,"3/20/2017","3/20/2017",-29.247477565,3.352613151,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-H","K","Killifish","KO","Aripo","M",2.16,53.81,61.85,0.905,7.196280245,0.11936043,-25.26753351,0.135791825,10.71654286,34.76197143,"3/20/2017","3/20/2017",-29.247477565,3.243767313,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-I","K","Killifish","KO","Aripo","F",1.476,49.16,54.42,0.828,6.939400024,0.11936043,-26.48698432,0.135791825,9.855282857,34.57267143,"3/20/2017","3/20/2017",-29.247477565,3.508034415,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-J","K","Killifish","KO","Aripo","M",1.291,44.52,51.42,0.799,7.196310039,0.11936043,-25.80195903,0.135791825,4.093922857,13.95887143,"3/20/2017","3/20/2017",-29.247477565,3.409656683,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-K","K","Killifish","KO","Aripo","F",1.169,43.17,51.07,0.824,6.455099507,0.11936043,-26.04635533,0.135791825,12.21414286,43.57027143,"3/20/2017","3/20/2017",-29.247477565,3.567198447,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-L","K","Killifish","KO","Aripo","F",1.123,42.07,49.63,0.736,6.959412031,0.17537733,-26.41945531,0.141761925,10.76835,38.925475,"3/20/2017","3/20/2017",-29.247477565,3.614804032,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-M","K","Killifish","KO","Aripo","F",0.913,40.63,48.79,0.73,6.417693812,0.113189511,-25.67950903,0.094978363,11.11547143,36.83822857,"3/20/2017","3/20/2017",-29.247477565,3.314140008,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-N","K","Killifish","KO","Aripo","F",0.84,37.91,46.39,0.309,8.082872271,0.178618678,-26.23269299,0.165119009,10.37794,33.57596364,"3/20/2017","3/20/2017",-29.247477565,3.235320655,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-O","K","Killifish","KO","Aripo","M",0.859,39.85,48.53,0.63,6.366983538,0.113189511,-25.53050438,0.094978363,9.376791429,32.00122857,"3/20/2017","3/20/2017",-29.247477565,3.412812241,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-P","K","Killifish","KO","Aripo","M",0.404,28.68,35.22,0.856,6.363447507,0.113189511,-26.8598075,0.094978363,11.35127143,41.35412857,"3/20/2017","3/20/2017",-29.247477565,3.643127453,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-Q","K","Killifish","KO","Aripo","F",0.633,33.57,39.99,0.697,6.175459986,0.113189511,-27.0681891,0.094978363,10.69737143,38.68492857,"3/20/2017","3/20/2017",-29.247477565,3.616302269,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-R","K","Killifish","KO","Aripo","M",0.593,33.75,40.25,0.782,6.360509581,0.159065143,-26.71627911,0.08716597,10.25198571,36.27207143,"3/20/2017","3/20/2017",-29.247477565,3.538053255,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-S","K","Killifish","KO","Aripo","M",0.405,28.64,35.12,0.938,6.424545853,0.113189511,-28.55744257,0.094978363,11.17427143,39.53922857,"3/20/2017","3/20/2017",-29.247477565,3.538416694,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-T","K","Killifish","KO","Aripo","M",0.636,34.91,41.98,0.916,6.442338538,0.14433061,-25.67155216,0.046300781,11.31998571,39.06208571,"3/20/2017","3/20/2017",-29.247477565,3.45071864,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-U","K","Killifish","KO","Aripo","M",0.295,25.71,30.97,0.637,6.018293814,0.11936043,-28.77344746,0.135791825,12.00074286,40.55937143,"3/20/2017","3/20/2017",-29.247477565,3.379738397,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-V","K","Killifish","KO","Aripo","M",0.273,25.15,30.18,0.259,5.877627811,0.178618678,-28.41681451,0.165119009,9.65304,33.36126364,"3/20/2017","3/20/2017",-29.247477565,3.456037024,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-W","K","Killifish","KO","Aripo","F",0.264,24.85,30.08,0.735,6.376706742,0.11936043,-28.84952337,0.135791825,11.32764286,40.59947143,"3/20/2017","3/20/2017",-29.247477565,3.584105885,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-X","K","Killifish","KO","Aripo","M",0.381,29.1,35.79,0.821,5.966861637,0.11936043,-27.94618553,0.135791825,11.76584286,41.50907143,"3/20/2017","3/20/2017",-29.247477565,3.527930122,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-Y","K","Killifish","KO","Aripo","F",0.245,24.27,29.56,0.827,6.330528361,0.14433061,-27.80022303,0.046300781,11.54338571,41.31168571,"3/20/2017","3/20/2017",-29.247477565,3.578818792,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Endler-KO-Z","K","Killifish","KO","Aripo","F",0.096,16.41,21.05,0.614,5.460565828,0.113189511,-27.58195795,0.094978363,11.85577143,43.23042857,"3/20/2017","3/20/2017",-29.247477565,3.646361507,2.047097344,2.079862315,2.014332373,-29.25667938,-29.23827575
"Guanapo-HP-1","G","Guppy","KGP","Guanapo","F",0.219,20.37,NA,0.297,14.03063401,0.36813125,-24.77694229,0.128553567,12.3076,41.74325455,"3/19/2017","3/19/2017",-31.3610605,3.391664869,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-10","G","Guppy","KGP","Guanapo","F",0.178,19.45,NA,0.311,13.80599371,0.36813125,-23.45231578,0.128553567,11.6087,40.85665455,"3/19/2017","3/19/2017",-31.3610605,3.519485778,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-11","G","Guppy","KGP","Guanapo","F",0.212,20.47,NA,0.907,13.92186767,0.113189511,-24.28287533,0.094978363,10.51167143,37.30392857,"3/19/2017","3/19/2017",-31.3610605,3.54881037,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-12","G","Guppy","KGP","Guanapo","F",0.177,19.52,NA,0.336,14.20679387,0.36813125,-24.36487873,0.128553567,11.5609,40.87335455,"3/19/2017","3/19/2017",-31.3610605,3.53548206,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-13","G","Guppy","KGP","Guanapo","F",0.201,20.57,NA,0.309,16.19458476,0.178618678,-24.72059476,0.165119009,11.49104,41.46906364,"3/19/2017","3/19/2017",-31.3610605,3.608817273,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-14","G","Guppy","KGP","Guanapo","F",0.41,24.51,NA,0.3,14.76119845,0.36813125,-24.22467599,0.128553567,11.3535,40.78395455,"3/19/2017","3/19/2017",-31.3610605,3.592192235,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-15","G","Guppy","KGP","Guanapo","F",0.091,17.12,NA,0.447,13.85375884,0.36813125,-25.97163869,0.128553567,11.3026,42.80655455,"3/19/2017","3/19/2017",-31.3610605,3.787319249,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-16","G","Guppy","KGP","Guanapo","M",0.049,13.86,NA,0.445,14.48005144,0.36813125,-25.07538965,0.128553567,9.36904,45.63275455,"3/19/2017","3/19/2017",-31.3610605,4.870590215,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-17","G","Guppy","KGP","Guanapo","M",0.08,15.77,NA,0.449,11.56955489,0.14433061,-26.57369526,0.046300781,10.28768571,39.57738571,"3/19/2017","3/19/2017",-31.3610605,3.847064035,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-18","G","Guppy","KGP","Guanapo","F",0.033,11.98,NA,0.507,9.324536945,0.178618678,-26.57336608,0.165119009,7.69832,28.34956364,"3/19/2017","3/19/2017",-31.3610605,3.68256498,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-19","G","Guppy","KGP","Guanapo","F",0.031,12.38,NA,0.867,12.37959136,0.17537733,-24.43422664,0.141761925,10.79695,44.149875,"3/19/2017","3/19/2017",-31.3610605,4.089106183,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-2","G","Guppy","KGP","Guanapo","M",0.085,16.48,NA,0.445,13.53064408,0.178618678,-25.40796078,0.165119009,11.03614,39.78076364,"3/19/2017","3/19/2017",-31.3610605,3.60459034,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-20","G","Guppy","KGP","Guanapo","F",0.03,12.13,NA,0.406,13.91619239,0.113189511,-25.20456152,0.094978363,9.038371429,50.97532857,"3/19/2017","3/19/2017",-31.3610605,5.639879814,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-22","G","Guppy","KGP","Guanapo","J",0.049,14.07,NA,0.228,12.73302912,0.178618678,-26.35838627,0.165119009,10.16424,41.46796364,"3/19/2017","3/19/2017",-31.3610605,4.079789894,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-24","G","Guppy","KGP","Guanapo","F",0.036,12.26,NA,0.382,13.01437331,0.17537733,-25.02751729,0.141761925,9.84605,44.344475,"3/19/2017","3/19/2017",-31.3610605,4.503783243,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-25","G","Guppy","KGP","Guanapo","F",0.03,11.91,NA,0.463,13.50178848,0.17537733,-23.57672678,0.141761925,11.23455,39.363675,"3/19/2017","3/19/2017",-31.3610605,3.503805226,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-27","G","Guppy","KGP","Guanapo","F",0.034,12.45,NA,0.433,13.20948366,0.17537733,-24.14841977,0.141761925,11.55255,43.809375,"3/19/2017","3/19/2017",-31.3610605,3.792182245,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-3","G","Guppy","KGP","Guanapo","F",0.164,18.79,NA,0.63,13.71196347,0.11936043,-25.2796426,0.135791825,11.63224286,44.22187143,"3/19/2017","3/19/2017",-31.3610605,3.801663357,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-30","G","Guppy","KGP","Guanapo","F",0.024,11.09,NA,0.214,14.11928828,0.178618678,-24.55264347,0.165119009,11.45734,40.41466364,"3/19/2017","3/19/2017",-31.3610605,3.527403711,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-4","G","Guppy","KGP","Guanapo","F",0.191,19.94,NA,0.551,13.44870703,0.14433061,-24.76571933,0.046300781,11.73218571,41.97988571,"3/19/2017","3/19/2017",-31.3610605,3.578181145,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-5","G","Guppy","KGP","Guanapo","F",0.156,19.42,NA,0.73,13.50903631,0.17537733,-25.91123139,0.141761925,9.97045,36.264675,"3/19/2017","3/19/2017",-31.3610605,3.637215472,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-7","G","Guppy","KGP","Guanapo","F",0.209,20.69,NA,0.43,14.02907268,0.178618678,-24.17227948,0.165119009,10.62124,39.13976364,"3/19/2017","3/19/2017",-31.3610605,3.685046533,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-8","G","Guppy","KGP","Guanapo","F",0.148,19.15,NA,0.399,13.86933834,0.178618678,-24.24102842,0.165119009,11.85884,44.64486364,"3/19/2017","3/19/2017",-31.3610605,3.764690614,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-9","G","Guppy","KGP","Guanapo","F",0.193,20.26,NA,0.484,14.03376698,0.36813125,-24.73320955,0.128553567,11.7091,40.88655455,"3/19/2017","3/19/2017",-31.3610605,3.491861419,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-A","K","Killifish","KGP","Guanapo","M",0.492,34.27,40.41,0.313,12.01462425,0.084034247,-25.39231166,0.126656956,11.01760833,35.85576667,"5/7/2017","5/18/2017",-31.3610605,3.254405637,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-AA","K","Killifish","KGP","Guanapo","M",0.224,25.17,29.97,0.315,12.7092645,0.084034247,-26.16304817,0.126656956,10.55700833,36.46556667,"5/7/2017","5/18/2017",-31.3610605,3.45415723,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-B","K","Killifish","KGP","Guanapo","M",0.281,27.59,33.35,0.364,13.27923481,0.084034247,-23.72410169,0.126656956,11.07080833,37.17036667,"5/7/2017","5/18/2017",-31.3610605,3.357511534,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-BB","K","Killifish","KGP","Guanapo","M",0.848,39.89,47.14,0.327,12.31740155,0.084034247,-25.62330509,0.126656956,10.42630833,33.17676667,"5/7/2017","5/18/2017",-31.3610605,3.182024318,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-C","K","Killifish","KGP","Guanapo","F",0.474,32.21,40.14,0.254,9.94081244,0.084034247,-25.01159779,0.126656956,10.66870833,33.79896667,"5/7/2017","5/18/2017",-31.3610605,3.168046741,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-CC","K","Killifish","KGP","Guanapo","M",0.737,39.53,46.66,0.358,10.99050971,0.084034247,-24.98245529,0.126656956,11.60860833,36.44776667,"5/7/2017","5/18/2017",-31.3610605,3.139718872,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-D","K","Killifish","KGP","Guanapo","F",1.347,48.95,56.43,0.378,10.945443,0.084034247,-25.60179597,0.126656956,10.96530833,38.49216667,"5/7/2017","5/18/2017",-31.3610605,3.510358806,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-DD","K","Killifish","KGP","Guanapo","J",0.192,22.98,27.7,0.293,13.21354995,0.084034247,-23.96309761,0.126656956,10.64060833,35.50636667,"5/7/2017","5/18/2017",-31.3610605,3.336873753,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-E","K","Killifish","KGP","Guanapo","F",0.898,39.58,47.73,0.382,12.03857006,0.084034247,-25.22311246,0.126656956,9.687208333,31.61596667,"5/7/2017","5/18/2017",-31.3610605,3.263681917,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-EE","K","Killifish","KGP","Guanapo","F",0.407,30.75,37.21,0.328,9.70150031,0.084034247,-27.94744559,0.126656956,10.92710833,36.85176667,"5/7/2017","5/18/2017",-31.3610605,3.372508585,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-F","K","Killifish","KGP","Guanapo","M",0.47,31.79,37.99,0.513,11.3025741,0.084034247,-24.94104439,0.126656956,10.10680833,34.42816667,"5/7/2017","5/18/2017",-31.3610605,3.406433122,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-G","K","Killifish","KGP","Guanapo","J",0.077,17.31,20.6,0.385,10.92431427,0.084034247,-25.20302425,0.126656956,10.68580833,37.58946667,"5/7/2017","5/18/2017",-31.3610605,3.517699878,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-I","K","Killifish","KGP","Guanapo","F",1.084,42.46,51.06,0.405,11.36272058,0.084034247,-24.17188865,0.126656956,9.465508333,32.48186667,"5/7/2017","5/18/2017",-31.3610605,3.431602987,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-J","K","Killifish","KGP","Guanapo","J",0.167,22.04,NA,0.316,12.27270872,0.084034247,-24.67494131,0.126656956,10.44550833,36.98996667,"5/7/2017","5/18/2017",-31.3610605,3.541231837,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-K","K","Killifish","KGP","Guanapo","M",0.565,35.46,41.81,0.365,9.907739741,0.084034247,-25.61385268,0.126656956,10.67420833,33.30136667,"5/7/2017","5/18/2017",-31.3610605,3.119797331,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-L","K","Killifish","KGP","Guanapo","M",1.504,47.26,54.06,0.377,12.11804266,0.084034247,-25.33250827,0.126656956,11.17190833,38.38836667,"5/7/2017","5/18/2017",-31.3610605,3.436151239,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-M","K","Killifish","KGP","Guanapo","F",0.316,28.32,32.2,0.501,13.3679911,0.084034247,-23.25903934,0.126656956,11.63120833,37.23026667,"5/7/2017","5/18/2017",-31.3610605,3.200894146,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-N","K","Killifish","KGP","Guanapo","M",1.396,47.28,57.97,0.264,9.844318963,0.084034247,-22.44468731,0.126656956,11.42220833,36.30666667,"5/7/2017","5/18/2017",-31.3610605,3.178603087,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-P","K","Killifish","KGP","Guanapo","F",0.234,26.87,30.75,0.322,11.282787,0.084034247,-26.67936882,0.126656956,11.37770833,36.72796667,"5/7/2017","5/18/2017",-31.3610605,3.228063648,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-Q","K","Killifish","KGP","Guanapo","F",1.806,48.34,58,0.351,11.18509575,0.084034247,-23.34219115,0.126656956,10.44490833,36.29606667,"5/7/2017","5/18/2017",-31.3610605,3.475000977,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-R","K","Killifish","KGP","Guanapo","J",0.19,24.8,29.59,0.458,9.6209655,0.084034247,-26.3255151,0.126656956,10.84960833,36.69366667,"5/7/2017","5/18/2017",-31.3610605,3.382026847,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-S","K","Killifish","KGP","Guanapo","F",0.323,29.55,34.9,0.271,13.92934034,0.084034247,-25.4015379,0.126656956,11.08180833,37.98046667,"5/7/2017","5/18/2017",-31.3610605,3.427280596,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-T","K","Killifish","KGP","Guanapo","F",0.595,36.52,41.83,0.415,10.89185408,0.084034247,-26.45597165,0.126656956,10.33450833,34.02096667,"5/7/2017","5/18/2017",-31.3610605,3.291977283,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-U","K","Killifish","KGP","Guanapo","M",0.461,33.53,38.18,0.274,11.33228512,0.084034247,-24.60296919,0.126656956,10.85650833,34.10756667,"5/7/2017","5/18/2017",-31.3610605,3.141670012,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-V","K","Killifish","KGP","Guanapo","M",0.864,41.41,48.04,0.294,9.928023968,0.084034247,-23.76250924,0.126656956,8.489758333,28.06796667,"5/7/2017","5/18/2017",-31.3610605,3.306097249,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-W","K","Killifish","KGP","Guanapo","F",1.088,44.09,50.47,0.535,10.98232765,0.084034247,-26.61725913,0.126656956,9.581308333,33.76706667,"5/7/2017","5/18/2017",-31.3610605,3.524264692,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-X","K","Killifish","KGP","Guanapo","F",0.684,34.79,43.13,0.474,13.14603495,0.084034247,-26.95904728,0.126656956,10.28460833,35.69076667,"5/7/2017","5/18/2017",-31.3610605,3.470308787,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-Y","K","Killifish","KGP","Guanapo","M",0.389,31.2,36.9,0.466,12.08279231,0.084034247,-25.42365799,0.126656956,9.664308333,33.85026667,"5/7/2017","5/18/2017",-31.3610605,3.502606239,8.38100886,8.38100886,NA,-31.3610605,NA
"Guanapo-HP-Z","K","Killifish","KGP","Guanapo","M",0.657,36.94,43.95,0.408,11.26750226,0.084034247,-25.88827178,0.126656956,8.900668333,29.89556667,"5/7/2017","5/18/2017",-31.3610605,3.35880021,8.38100886,8.38100886,NA,-31.3610605,NA
"Naranjo-KG-1","G","Guppy","KG.nat","Aripo","F",0.123,17.68,NA,0.782,7.318427395,0.113189511,-32.58810355,0.094978363,10.58207143,40.03112857,"5/1/2017","5/2/2017",-28.45968818,3.782919898,4.304134556,5.137577065,3.470692046,-28.25900694,-28.66036942
"Naranjo-KG-10","G","Guppy","KG.nat","Aripo","F",0.092,16.38,NA,0.833,8.735189615,0.113189511,-32.91573597,0.094978363,11.88897143,45.07902857,"5/1/2017","5/2/2017",-28.45968818,3.791667668,4.304134556,5.137577065,3.470692046,-28.25900694,-28.66036942
"Naranjo-KG-11","G","Guppy","KG.nat","Aripo","F",0.035,11.43,NA,0.615,8.519775655,0.113189511,-30.84058645,0.094978363,11.56937143,44.17682857,"5/1/2017","5/2/2017",-28.45968818,3.818429449,4.304134556,5.137577065,3.470692046,-28.25900694,-28.66036942
"Naranjo-KG-12","G","Guppy","KG.nat","Aripo","M",0.148,18.41,NA,0.664,8.360472512,0.072273015,-30.22148544,0.069769955,10.40966429,36.51705714,"5/1/2017","5/2/2017",-28.45968818,3.507995661,4.304134556,5.137577065,3.470692046,-28.25900694,-28.66036942
"Naranjo-KG-14","G","Guppy","KG.nat","Aripo","J",0.042,11.99,NA,0.61,8.1081252,0.072273015,-29.4070312,0.069769955,11.75776429,41.07535714,"5/1/2017","5/2/2017",-28.45968818,3.493466627,4.304134556,5.137577065,3.470692046,-28.25900694,-28.66036942
"Naranjo-KG-15","G","Guppy","KG.nat","Aripo","F",0.048,12.96,NA,0.697,8.870414095,0.113189511,-33.00584479,0.094978363,12.10387143,45.19522857,"5/1/2017","5/2/2017",-28.45968818,3.73394817,4.304134556,5.137577065,3.470692046,-28.25900694,-28.66036942
